post,label
?image omitted,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
"Night also we tried to create hpsm ticket , now I remembered the option ??",not_spam
"Dear Customer, Shop for Wednesday Delights at your favorite Fresh Signature store. Unmissable offers on Global+Local Grocery shopping. Visit bit.ly/3NOgfhb T&C",spam
Most likely green,not_spam
Yes,not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Congratulations! You've won a jacket. Click here to claim: https://fraud-link.com,spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
"LAST FEW DAYS - Don't miss out shopping at Pantaloons this weekend: 1. You get assured vouchers worth Rs3000 on shopping of Rs3000 2. You get a chance to win a trip to BALI To check out our vacay shoppable catalogue, click smsd.in/r3A4IIBW Offer ends 16th May - For details, click smsd.in/r3Lz3H06",spam
Pre-approved for a ₹428 loan. Apply instantly!,spam
Congratulations! You've won a ticket. Click here to claim: http://bit.ly/winner,spam
Restart your laptop,not_spam
????,not_spam
I am in shift kk..,not_spam
"Biggest BhaiDuj Offers @VISHAL 55%OFF-Soan Papdi,Dry Fruit,Mithai 25%OFF-Cadbury Gift Pack + FREE-VIP Trolley,DuffleBag + 7.5% SBI Cashback",spam
Limited period offer: Get up to 21% cashback on Paytm.,spam
Let’s catch up this weekend at CP?,not_spam
Earn ₹146/day from home! No experience needed!,spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Final notice: Pay your subscription to avoid service disruption.,spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Resetting the virtual badge will join soon,not_spam
Let’s catch up this weekend at CP?,not_spam
Don't miss to get 500 BONUS POINTS on shopping of Rs.3500 in a bill. Visit Shoppers Stop Bannerghatta NOW! For details click bit.ly/SSbnpts .T&C,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: http://bit.ly/winner,spam
"In this situation, the government might take advantage of the opportunity to optimize its debt structure, reduce financing costs, and attract more long-term capital inflows",not_spam
"50% Daily Data quota used as on 27-Aug-24 16:52 Hrs. Jio Number : 9019695140 Daily Data quota as per plan : 1.5 GB To know more on how to manage your account through MyJio app, click https://youtu.be/nkg_fLUUxD8 Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",spam
"Weekend Deals at SMART POINT Store,B1G1 B Natural Mix Fruit/Guava Juice,Save Rs 25 on Liril Lime Soap/Cinthol Cool Deo Soap 125gX3,Click bit.ly/386b2Ln T&C",spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
Surprise! You've got 2GB FREE data. Claim it on Airtel Thanks App before it's gone. Valid on first time download only. i.airtel.in/2GB_FR,spam
"Prof Sohan Sharma is busy these days. I am Prof Sohan Sharma's assistant Riya Ask me any question about stocks. I will be posting the quality stocks selected by the professor to the group every day. Prof Sohan Sharma will impart professional investment knowledge and advanced investment concepts to the group in the future, so that friends can enjoy the dividends of the development of the Indian stock market.",not_spam
"I am not making excuses or bragging. The stock selection and selling trading skills we are learning now are just regular trading skills (BOLL, MACD)",not_spam
Compared to other countries' markets the trend in our domestic market is still relatively strong.,not_spam
#GameOn with Airtel Xstream Fiber! Enjoy up to 1 Gbps WiFi speed for all your needs. Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Your Swiggy order is on the way. Tracking ID: 9729232404.,not_spam
Can you send the class notes from today’s lecture?,not_spam
Limited period offer: Get up to 45% cashback on Paytm.,spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Can you send the class notes from today’s lecture?,not_spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Pattu once you're free PLZZ call me at any time no issues I will pick your call it's little emergency,spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Did you know that Health Insurance premium can now be paid on EMI basis? To know more click https://fdrl.in/t/ZYK3Rw - Federal Bank,spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
The Securities and Exchange Board of India (Sebi) on Wednesday informed the Delhi High Court that the National Stock Exchange (NSE) has not submitted a fresh request for a no-objection certificate (NOC) for its listing.,not_spam
"Ganesh Chaturthi @VISHAL BUY 1 GET 1 FREE- Mens Jeans,Tshirt Ladies Kurta,Tshirt Kids Jeans,Frock + 2kg Sugar FREE on 1500 + 5% BACK on SBI",spam
"Hey, are we still going to the chai spot near college today?",not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
I'm going to follow the professor's instructions and buy it today,not_spam
Limited period offer: Get up to 37% cashback on Paytm.,spam
Cloudnine administrator has assigned 6 course(s) to you. These courses need to be completed by 18-12-2021 . Please click on the link to start your training. https://cloudnine.medlern.com/dashboard MedLern,spam
Limited period offer: Get up to 57% cashback on Paytm.,spam
"Premium movies only for you! Watch Uriyadi, Yuvarajavu, Adhyarathri, Kakshi: Amminippilla, Manorama news & more on Vi Movies & TV app!Click bit.ly/Vi-mv34",spam
"Hey, are we still going to the chai spot near college today?",not_spam
Win a jacket worth ₹894! Take part in our contest: https://fraud-link.com,spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Congratulations! You've won a jacket. Click here to claim: https://scamoffers.net,spam
Final notice: Pay your subscription to avoid service disruption.,spam
Lenskart Independence Day EOSS Sale! Upto 50% OFF + BUY1GET1 FREE with Gold membership! 2 Specs + standard lenses starting Rs.750 ONLY. TnC Store lskt.me/u4,spam
Bigg Boss chaahte hain! Recharge with Vi Unlimited249 or more Daily Data pack to watch BIGG BOSS OTT on Vi Movies&TV App at NO EXTRA COST! Click bit.ly/ViTVBB,spam
FREE 1GB Data Credited! Claim your DATA coupon on Airtel Thanks App. i.airtel.in/FreeData1GB,spam
Earn ₹431/day from home! No experience needed!,spam
Let’s catch up this weekend at CP?,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
??????,not_spam
K,not_spam
Congratulations! You've won a ticket. Click here to claim: http://promo.clicknow,spam
It's in Koramangala near Forum mall,not_spam
BOOM BOOM... nifty will blast today all put holders take back seat today ...bulls,not_spam
"Technical analysis typically applies to hourly and daily charts, but the rise and fall cycles of each stock can vary. Whether for long-term or short-term investments, this variability must be considered. Additionally, while technical analysis can help predict a stock's future trends, external factors, such as the inflow of major funds or large structural interventions, can also influence technical patterns",not_spam
??,not_spam
"Hi, congrats! Your Home Loan offer has arrived: EMIs from just Rs. 649/lakh | Up to Rs. 30L | Apply now | TnC apply bnkbzr.co/QlHC5MIN54",spam
Can you send the class notes from today’s lecture?,not_spam
Congratulations! You've won a passport. Click here to claim: https://scamoffers.net,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
It's could cause async routing issue,not_spam
Restarting my laptop,not_spam
I will be available in mobile,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
"Buy 2 & Get 1 FREE On EVERYTHING. Extra 10% discount, if Vaccinated bit.ly/2Um09nj @ UNLIMITED FASHION STORES. Watch collection : bit.ly/36MqbmD TnC",spam
FREEDOM from monthly recharge! Vi2595 offers 1 FULL year Disney+ Hotstar VIP+1.5GB/Day+Unlimited Calls! Enjoy Weekend rollover & Night Data. bit.ly/ViHotstar1,spam
"Hey, are we still going to the chai spot near college today?",not_spam
"Hi Jithu, Celebrate your Birthday at shoppersstop.com Click bit.ly/SSLBd Use code HB03 & get Rs.250 off on shopping of Rs.2500. T&C",spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Meeting with HR has been shifted to 10:30 AM. Please check.,not_spam
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 29/Kg,Pear Indian Rs 89/Kg,Cabbage Rs 12/Pc,Also at SMART &SMART Point store bit.ly/3yk4kiC 4Aug,TC",spam
Ã Â¤ÂµÃ Â¤Â¿Ã Â¤ÂÃ Â¤Â¯ Ã Â¤Â¬Ã Â¤ÂÃ Â¤Â¾Ã Â¤Â,not_spam
"MAHA CashBack Weekend Sale@SMART Point Store,B2G1 Parle Milano 250g,B2G1 CloseUp Red Paste 300g + Assured Extra 10% CashBack,Click bit.ly/384zM6D TC",spam
Hurry!!! Limited Period Offer!!! Shop at your nearest Reliance Smart Point & avail exciting offers on medicines at Netmeds Pharmacy Store. T&C,spam
"Data Alert! 8.78MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
Upto 50% OFF + BUY1GET1 FREE on Eye & Sunglasses at Lenskart's Father's Day Sale. Offer valid till 20 June. Hurry limited Stocks! TnC Shop lskt.me/FatherDay,spam
Final notice: Pay your subscription to avoid service disruption.,spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
"Dear Greencard Member, Here's an offer exclusively for you: Shop for Rs2000 at Pantaloons & get a cashback of Rs500 Up To 60% OFF SALE- yet another reason to visit Pantaloons Click tltx.in/vhtfi for our Best Sellers catalogue TC. Offer ends 04Aug. Cashback will be credited on 10Aug as reward points",spam
Good evening everyone Check in,not_spam
Wishing everyone wellÃ°ÂÂÂ,not_spam
Hi team todayÂs team meeting is must attend for all as discussed and agreed please make sure everyone join the meeting,not_spam
Stay safe! Get yourself vaccinated today! Find available slots at a centre near you & set alerts for available slots. Visit Vi app now. Click bit.ly/Vi_Cowin,spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Limited period offer: Get up to 16% cashback on Paytm.,spam
Get Lifetime FREE Card + 5% Unlimited Cashback with Flipkart Axis Bank Credit Card. Hurry! Limited Period Offer. Apply Now: http://fkrt.it/PgRUr8uuuN,spam
Final notice: Pay your phone bill to avoid service disruption.,spam
"Dear Vi Customer, how can i help you today? Balance check - simply click wa.me/919654297000?text=balance; Best offers - simply click wa.me/919654297000?text=offers; Recharge - simply click wa.me/919654297000?text=Recharge.",spam
The person you were calling at 22:09 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
"Weekend Deals @SMART Point Store,B2G1 Sunfeast Dark Fantasy 300g,Rs 56 OFF Colgate Tooth Paste 500g,Super Sarvaottam Oil 1l Rs 139,Click bit.ly/2w4Ridz T&C",spam
Earn ₹971/day from home! No experience needed!,spam
Earn ₹270/day from home! No experience needed!,spam
"Hello! Thoda criminal thoda lawyer, ye hain super vakil Lakhan Leela Bhargava! Dekhiye ye courtroom drama JioCinema par bilkul free http://1kx.in/UpzymNL2kE3",spam
Will join later by 2,not_spam
"FREE 2GB DATA on the Airtel Thanks App! Yes, claim your FREE coupon now. HURRY i.airtel.in/2GB_AI",spam
Let’s catch up this weekend at CP?,not_spam
Earn ₹850/day from home! No experience needed!,spam
Pre-approved for a ₹918 loan. Apply instantly!,spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Your Swiggy order is on the way. Tracking ID: 4753688223.,not_spam
Win a passport worth ₹210! Take part in our contest: http://bit.ly/winner,spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Congratulations! You've won a jacket. Click here to claim: http://promo.clicknow,spam
Not able to open the network options,not_spam
Reminder: Your LIC premium payment is due tomorrow at 3:00 PM.,not_spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Act now! Flipkart Big Sale ends soon. Shop here: http://promo.clicknow,spam
"The Shoppers Stop Showstoppers Beauty Sale IS HERE!!! Enjoy 4 Days of Upto 50% Off on the Hottest Brands in Cosmetics, Skincare, Fragrances & more at bit.ly/SSSSBAS & our app. Click bit.ly/SSWAShp & say Hi to opt-in & start shopping on WhatsApp with our Personal Shopper. T&C",spam
Your Swiggy order is on the way. Tracking ID: 1673707631.,not_spam
1,not_spam
Would you be able to login to shift on time atleast ?,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Pre-approved for a ₹959 loan. Apply instantly!,spam
"Hey, are we still going to the chai spot near college today?",not_spam
I am not facing any issue,not_spam
Let’s catch up this weekend at CP?,not_spam
Restarting my laptop,not_spam
Let’s catch up this weekend at CP?,not_spam
Pre-approved for a ₹563 loan. Apply instantly!,spam
Can you send the class notes from today’s lecture?,not_spam
"Upto 50% OFF at Pantaloons!! Don't Miss Out Our Online BEST DEALS are now live, click tltx.in/rx6on to start shopping. TC",spam
"Hi, we saw that you could not complete your recharge. You can now try again to recharge your Airtel number. Click now i.airtel.in/RechargeNow",spam
Shares of Ipca Labs slipped 2.82 per cent to Rs 1312.55 per share on the BSE in FridayÃ¢ÂÂs early morning trade. This came after brokerages contended that the pharmaceutical company reported mixed financials for the April-June quarter of the financial year 2024-25 (Q1FY25).,not_spam
Earn ₹741/day from home! No experience needed!,spam
Rs. 5500/- Bonus is waiting for you! Register on Junglee Rummy today & get a Welcome Bonus on your first deposit. Download the app now: http://bit.ly/wow5500,spam
Can you send the class notes from today’s lecture?,not_spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Now it's working after unlock the pulse,not_spam
Tech stocks and banking stocks remain key sectors for foreign investors to buy and sell,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
"Perfect & more are now on the Wynk Music App. Don't miss out on ad-free HD music with over 24 million songs, unlimited hellotunes, and downloads with your Wynk Premium Subscription. Download today: open.wynk.in/Inactive",spam
Your Swiggy order is on the way. Tracking ID: 7043345644.,not_spam
I also got Professor Sohan Sharma's courseware last night. I haven't read it yet.,not_spam
Ya bro it worked,not_spam
Limited period offer: Get up to 40% cashback on Paytm.,spam
Imtiyaz could you please log off from AWS soft phone,not_spam
TRAI never sends any message or makes any call for verification/ disconnection/ reporting unlawful activities of mobile numbers. Beware of such messages/calls in the name of TRAI. Any call or message claiming to be from TRAI should be considered potentially fraudulent and may be reported to the National Cyber Crime Reporting Portal (www.cybercrime.gov.in) or Cyber Crime Helpline (1930).,spam
"Congratulations! Your, Rs.719.0 recharge offers you FREE 83 DAYS of access to live sports, blockbusters hits like Naalaam Mura, Aanandam Paramanandam, Shefeekkinte Santhosham.Stream now. https://open.airtelxstream.in/WCF719ii",spam
"Hey, are we still going to the chai spot near college today?",not_spam
"Order biryanis, pizzas, rice bowls & khichdis at 50% off on Ola app. Use code: OLAFOODS50. Click: https://bit.ly/3o4auRF",spam
"YOUR WINNING FUND 1 CRORE RUPEES AND iPHONE 15 PROMAX WILL BE ARRIING INDIA FOR DELIVERY TO YOUR LOCATION ON THURSDAY,29TH AUGUST 2024 BY 10 AM INDIAN STANDARD",spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
Facing some issue with laptop.. trying to restart,not_spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Can you send the class notes from today’s lecture?,not_spam
Can you send the class notes from today’s lecture?,not_spam
Purchase successful. Thank you to the professor,not_spam
Shudnt be a problem,not_spam
Pre-approved for a ₹520 loan. Apply instantly!,spam
""" In the domestic market, after a day of significant volatility, stocks closed flat on Monday, August 12. The Sensex and Nifty ended with slight declines, while mid-cap and small-cap stocks performed strongly. The market opened lower in the morning but later rebounded slightly, although overall sentiment remained bearish. By the close, the Nifty fell by 20 points to 24,347 points, and the Sensex dropped by 56 points to 79,648 points. The Nifty Bank gained 93 points, closing at 50,577 points. The biggest losers today included NTPC, Adani Ports and Special Economic Zone, Dr. Reddy's Laboratories, and Britannia Industries.""",not_spam
Get Lifetime FREE Card + 5% Unlimited Cashback with Flipkart Axis Bank Credit Card. Hurry! Limited Period Offer. Apply Now: http://fkrt.it/KsOYBOuuuN,spam
Earn ₹883/day from home! No experience needed!,spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
"Alright, buy if there are suitable options, if not, it's okay, since it's the weekend",not_spam
""" If u use Fibonacci Retracements level with other concepts confirming like trend line, pivot point, or any dynamic support or resistanceÃÂ willÃÂ beÃÂ better""",not_spam
All the best for your GATE exam tomorrow!,not_spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Congratulations on making a profit,not_spam
This how our kt sessions should be then I received this today fwding as received,not_spam
"As part of Special Campaign 3.0, CERT-In GOI advises you to keep your digital devices bot free. Get bot removal tool at https://www.csk.gov.in",spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
Earn ₹630/day from home! No experience needed!,spam
Personal care is calling your name Shop with Extra Rs.600 Off + Free Shipping @ Myntra Diwali Sale Use code BEAUTYFIRST15 http://smsd.in/brzn6s7RV,spam
Pre-approved for a ₹144 loan. Apply instantly!,spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
Pre-approved for a ₹587 loan. Apply instantly!,spam
"Bestival Sales@SMART Point Store,BA1GA1 Snactac/Bikaji Gulab Jamun/Rasgulla 1Kg,B2G1 Cadbury Dairy Milk Home Pk 126g,30%OFF Tide PWDR,Click bit.ly/2VxhKY9 TC",spam
Congratulations! You've won a passport. Click here to claim: http://bit.ly/winner,spam
"Hi 901969xxxx, Rs.56,6OO/- Bonus is credited t0 your wallet N0 XX32 0n 28 Aug. Directly move to your Bank A/c N0w OI1.in/2uabg2!8cpr814",spam
All the best for your GATE exam tomorrow!,not_spam
Earn ₹178/day from home! No experience needed!,spam
Cross Identification,not_spam
"Don't miss out on 300 Mbps speed, Unlimited data & FREE router! Be the first in the town to get Airtel Xstream Fiber. T&C. Click u.airtel.in/unlimiteddata11",spam
"Watch ZEE5's series Sunflower-Enjoy the thrill, drama & the humor! Get it with Vi Rs405 recharge. Also get 90GB, Unlimited calls for 28 Days! Click bit.ly/Vi-zr",spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Earn ₹598/day from home! No experience needed!,spam
The person you were calling at 19:33 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
Reply to all on the same email chain,not_spam
Now put latest songs as HelloTunes for FREE with Wynk Premium! Download Wynk App today & listen to 15 million+ songs. To download wynk.in/WynkAcqSMS2,spam
Limited period offer: Get up to 14% cashback on Paytm.,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Reminder: Your LIC premium payment is due tomorrow at 3:00 PM.,not_spam
??????????????????,not_spam
Your Swiggy order is on the way. Tracking ID: 1318975482.,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
Your Swiggy order is on the way. Tracking ID: 6032713922.,not_spam
"FLAT Rs30 CASHBACK for smart savers like you! Available on first 3 UPI transactions only on Airtel Thanks App, T&C. Click i.airtel.in/get_Rs30",spam
"Hi Vi customer, A click makes your life so easy! View balance, make payment & do much more using Vi WhatsApp. Click wa.me/919654297000?text=balance",spam
Any negative data now can amplify investors' fearÃ°ÂÂÂ,not_spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
???? 1GB ????? ???????????? ????????????????! ?????? ???????? ?????? ????????? ???? ????? ?????? ??????? ??????. TnC ???? & ?????? ???? i.airtel.in/FreeData1GB,spam
Ok,not_spam
"Yes, will you help me",not_spam
Major trends have longer time periods like the Indian stock market right now where rising is the major trend.,not_spam
Good evening Mr Arvind Singh Check in,not_spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Act now! Flipkart Big Sale ends soon. Shop here: http://bit.ly/winner,spam
Launching Vi Best offers !!! 299= Unlimited calls +1.5GB/Day 28 days 479= Unlimited calls +1.5GB/Day 56 days To recharge Click bit.ly/ViRC20,spam
I will try to come back and join by 9,not_spam
Win a jacket worth ₹542! Take part in our contest: https://fraud-link.com,spam
Your FREE access to Wynk Premium is ACTIVE. Enjoy Ad free music with unlimited downloads & unlimited hello tunes: bit.ly/WynkPlat,spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
IÃ¢ÂÂm looking forward to your performance even more after the competition starts.,not_spam
Miniklub! A one stop shop for all your baby needs. Click the link https://bit.ly/3DN6H0e and get your offer.,spam
Ronnie falgout,not_spam
All the best for your GATE exam tomorrow!,not_spam
Want one more prepaid SIM? Don't miss out on unlimited 5G data and complimentary 1 month subscription of 17+ OTTs with your new SIM activation! Get home delivery at NO EXTRA COST. Click here i.airtel.in/prepaid50,spam
Thanks for showing interest in Consumer Durable Finance! Click bit.ly/2KPEdMg to see more delightful offers we have in store for you. Bajaj Finance Ltd,spam
"FREE DATA ALERT! Avail 2GB FREE data on your next Airtel Recharge on Airtel Thanks App. Download today, T&C i.airtel.in/free_2GBdata",spam
All the best for your GATE exam tomorrow!,not_spam
"Dear Greencard member, We're sure u enjoyed shopping at Pantaloons, Kammanahalli From Apparel to Accessories to Homeware find everything for yourself & ur family at Pantaloons & if you don't find it in-store, you will find it online - Click tltx.in/nEpAl to shop online now!!",spam
"Hey, are we still going to the chai spot near college today?",not_spam
I will try to join even early,not_spam
"Don't let daily data limit interrupt your data experience. Now get 3GB+ FREE 2GB data for Rs58 with Airtel Thanks App, valid as per current pack validity. Recharge now i.airtel.in/OFFER8",spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
Congratulations! You've won a ticket. Click here to claim: https://scamoffers.net,spam
Limited period offer: Get up to 51% cashback on Paytm.,spam
Earn ₹253/day from home! No experience needed!,spam
"Data Alert! 8.73MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
Hmm okay I will try again,not_spam
Win a ticket worth ₹290! Take part in our contest: https://fraud-link.com,spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Limited period offer: Get up to 46% cashback on Paytm.,spam
Congratulations! You've won a jacket. Click here to claim: http://bit.ly/winner,spam
"Jeans !! Every pair tells a story, makes a statement or even has its unique flare. Shop at the Pantaloons Denim Mania to find a pair that tells your story or marks your style Check out the latest shoppable catalogue, click tltx.in/s3k9J or simply visit our store See you this weekend at Pantaloons!!",spam
Ram ?? is in weekend mood,not_spam
Win a passport worth ₹356! Take part in our contest: https://fraud-link.com,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
"Since the last major drop, it hasn't reached a new low. If it can't fall further, it means a rebound is likely",not_spam
Can you send the class notes from today’s lecture?,not_spam
@349.50 purchase 150 shares,not_spam
Win a jacket worth ₹846! Take part in our contest: http://bit.ly/winner,spam
Let’s catch up this weekend at CP?,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
"Hey, are we still going to the chai spot near college today?",not_spam
"Compared to this amount of money, reputation and trust are much more valuable, which is why I can continue to walk in the investment world.",not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
"Biggest Karwa Chauth Offer@ VISHAL MEGA MART Sugar 1kg-Rs9 ONLY TODAY! + FREE GIFT-VIP Trolley, Duffle Bag + 7.5% SBI Cashback TnC",spam
Win a ticket worth ₹450! Take part in our contest: http://promo.clicknow,spam
"Hi Team,",not_spam
"I agree with you. Market reactions to news often occur in advance, and by the time retail investors are aware, it's already too late. We need to learn more technical analysis from the professor as well",not_spam
Limited period offer: Get up to 24% cashback on Paytm.,spam
Hmm me too,not_spam
Stay calm and have patience,not_spam
"As you predicted, it started to rise in the afternoon.",not_spam
Just checked getting following error,not_spam
Final notice: Pay your subscription to avoid service disruption.,spam
Meeting with HR has been shifted to 3:00 PM. Please check.,not_spam
If it closes at 555.00 today it should continue to rise tomorrow,not_spam
I joined,not_spam
Yes kk,not_spam
Reminder: Your LIC premium payment is due tomorrow at 3:00 PM.,not_spam
"Dear employee, get Rs. 250 cashback on KYC completion within 3 days and 100% FREE transactions till 31st Dec. To get your hard-earned salary in 30 seconds on Refyne, Sign up & Complete KYC to use the best service weurl.co/BiHiYt Team Refyne",spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Final notice: Pay your subscription to avoid service disruption.,spam
"Women's Day Special at SMART POINT store,B1G1 Mirabelle Facial Mask,B1G1 Spinz Deo 150ml,Save Rs 30 Lakme/Maybelline Kajal 0.35g,Click bit.ly/390OBbn T&C",spam
Let’s catch up this weekend at CP?,not_spam
Restarting the laptop,not_spam
"Alert for 8089XXX424 ! Get free access to 1 channel on Airtel Xstream App, 1.5GB/day + Free 500MB/day, UL calls for 28 days at Rs299. i.airtel.in/RechargeNow",spam
Earn ₹782/day from home! No experience needed!,spam
Limited period offer: Get up to 50% cashback on Paytm.,spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
Meeting with HR has been shifted to 2:15 PM. Please check.,not_spam
What are Fibonacci?,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
Sure,not_spam
My system is taking some time to login,not_spam
Your Swiggy order is on the way. Tracking ID: 5428856570.,not_spam
Come back to your favorite Vedix Haircare and enjoy healthy hair! Click here https://vedix.in/3l33poYZ2-d35s to order,spam
Congratulations! You've won a jacket. Click here to claim: http://promo.clicknow,spam
"Update! Dear User, your application is pending. Click now http://m.BajFin.in/LvZEqKIg to complete & get Insta EMI Card. Bajaj Finance Ltd",spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Regardless of whether the allegations succeed today's market will be affected,not_spam
Let’s catch up this weekend at CP?,not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
Congratulations! You've won a passport. Click here to claim: https://fraud-link.com,spam
Yes,not_spam
Your Swiggy order is on the way. Tracking ID: 5489471864.,not_spam
All the best for your GATE exam tomorrow!,not_spam
""" Because there are so many Fibonacci retracement levels, it is initially highly confusing. Fibonacci Retracements are not entry signals, they are target areas where an entry signal may occur. Trading simply because the price has reached a Fibonacci retracement ratio level is not a wise strategy. Another confluence is required before tradesÃÂ canÃÂ beÃÂ taken""",not_spam
So what is that then,not_spam
All the best for your GATE exam tomorrow!,not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Limited period offer: Get up to 36% cashback on Paytm.,spam
That's awesomeÃ°ÂÂÂ,not_spam
All the best for your GATE exam tomorrow!,not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
"1 year FREE subscription of Amazon Prime & Disney+ Hotstar + FREE 30 days of DTH. Switch to Airtel Black now, call on 8826655555 or click i.airtel.in/blackPreDTH",spam
Limited period offer: Get up to 23% cashback on Paytm.,spam
"Hi Jithu, this Valentines Day gift both your loves - You & Your Bae #TWOTIMELOVE Click bit.ly/2M5FAI9 to find the perfect gift at the Shoppers Stop Sale with Upto 50% Off on your favorites from Watches & more. Click shsp.in to shop now, Download App bit.ly/DnSSApp T&C",spam
All the best for your GATE exam tomorrow!,not_spam
He answered on call,not_spam
Sure madam this is acknowledged!,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: http://promo.clicknow,spam
Win Rs.49 Recharge Which of these organs help us to Smell? A) Nose B) Hand reply A or B now click http://bit.ly/playnwin11,spam
"I was planning to buy the three stocks recommended by the master, but the market is too bad and Ms. Rama asked me not to enter for the time being.",not_spam
Hello Your Unlimited pack MRP is expiring on2021-07-09 00:00:00.Now recharge from home with App Click http://bit.ly/GetMVA4,spam
Limited period offer: Get up to 78% cashback on Paytm.,spam
eRupee 50 Cashback unlocked with Federal Bank Digital Rupee App. Download Now. Click https://fdrl.in/t/sAK1uH for T&C. -Federal Bank,spam
"Bestival Sales@SMART Point Store,BA1GA1 Snactac/Bikaji Gulab Jamun/ Rasgulla 1Kg,B2G1 Cadbury Dairy Milk Home Pk 126g,30%OFF Tide PWDR,Click bit.ly/2VxhKY9 TC",spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
